DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2015-05-19	21685187	Siedlinski M	2011-06-16	Thorax	www.ncbi.nlm.nih.gov/pubmed/21685187	Genome-wide association study of smoking behaviours in patients with COPD.	Age at smoking initiation in chronic obstructive pulmonary disease	3,397 European ancestry cases	NA	2q21.1	2	129711668	intergenic	PPIAP65 - LINC02572	ENSG00000233428	ENSG00000229536		214880	113458	rs4662984-A	rs4662984	0	4662984	regulatory_region_variant	1	0.84	2E-7	6.698970004336019		0.057	unit increase	Illumina [~ 6300000] (imputed)	N	chronic obstructive pulmonary disease, smoking initiation	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0005670	GCST001113	Genome-wide genotyping array
2015-05-19	21685187	Siedlinski M	2011-06-16	Thorax	www.ncbi.nlm.nih.gov/pubmed/21685187	Genome-wide association study of smoking behaviours in patients with COPD.	Age at smoking initiation in chronic obstructive pulmonary disease	3,397 European ancestry cases	NA	4q34.3	4	181650466	intergenic	AC093840.2 - AC084741.1	ENSG00000286860	ENSG00000287948		58497	35716	rs17212303-C	rs17212303	0	17212303	intergenic_variant	1	0.96	2E-6	5.698970004336019		0.094	unit increase	Illumina [~ 6300000] (imputed)	N	chronic obstructive pulmonary disease, smoking initiation	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0005670	GCST001113	Genome-wide genotyping array
2015-05-19	21685187	Siedlinski M	2011-06-16	Thorax	www.ncbi.nlm.nih.gov/pubmed/21685187	Genome-wide association study of smoking behaviours in patients with COPD.	Age at smoking initiation in chronic obstructive pulmonary disease	3,397 European ancestry cases	NA	2q21.1	2	129710284	intergenic	PPIAP65 - LINC02572	ENSG00000233428	ENSG00000229536		213496	114842	rs10189546-G	rs10189546	0	10189546	regulatory_region_variant	1	0.88	2E-6	5.698970004336019		0.059	unit increase	Illumina [~ 6300000] (imputed)	N	chronic obstructive pulmonary disease, smoking initiation	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0005670	GCST001113	Genome-wide genotyping array
2015-05-19	21685187	Siedlinski M	2011-06-16	Thorax	www.ncbi.nlm.nih.gov/pubmed/21685187	Genome-wide association study of smoking behaviours in patients with COPD.	Age at smoking initiation in chronic obstructive pulmonary disease	3,397 European ancestry cases	NA	4q34.3	4	181647097	intergenic	AC093840.2 - AC084741.1	ENSG00000286860	ENSG00000287948		55128	39085	rs17278117-A	rs17278117	0	17278117	intergenic_variant	1	0.96	2E-6	5.698970004336019		0.093	unit increase	Illumina [~ 6300000] (imputed)	N	chronic obstructive pulmonary disease, smoking initiation	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0005670	GCST001113	Genome-wide genotyping array
2015-05-19	21685187	Siedlinski M	2011-06-16	Thorax	www.ncbi.nlm.nih.gov/pubmed/21685187	Genome-wide association study of smoking behaviours in patients with COPD.	Age at smoking initiation in chronic obstructive pulmonary disease	3,397 European ancestry cases	NA	5q21.2	5	103590138	NUDT12	NUDT12 - AC008505.1	ENSG00000112874	ENSG00000283462		27348	289991	rs11242496-A	rs11242496	0	11242496	intergenic_variant	1	0.3	2E-6	5.698970004336019		0.043	unit increase	Illumina [~ 6300000] (imputed)	N	chronic obstructive pulmonary disease, smoking initiation	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0005670	GCST001113	Genome-wide genotyping array
2015-05-19	21685187	Siedlinski M	2011-06-16	Thorax	www.ncbi.nlm.nih.gov/pubmed/21685187	Genome-wide association study of smoking behaviours in patients with COPD.	Age at smoking initiation in chronic obstructive pulmonary disease	3,397 European ancestry cases	NA	20p11.23	20	19693574	SLC24A3	AL121830.1, SLC24A3			ENSG00000232675, ENSG00000185052			rs6136813-T	rs6136813	0	6136813	non_coding_transcript_exon_variant	0	0.26	3E-6	5.522878745280337		0.043	unit increase	Illumina [~ 6300000] (imputed)	N	chronic obstructive pulmonary disease, smoking initiation	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0005670	GCST001113	Genome-wide genotyping array
2015-05-19	21685187	Siedlinski M	2011-06-16	Thorax	www.ncbi.nlm.nih.gov/pubmed/21685187	Genome-wide association study of smoking behaviours in patients with COPD.	Age at smoking initiation in chronic obstructive pulmonary disease	3,397 European ancestry cases	NA	7q36.1	7	150664630	GIMAP2	GIMAP6 - AC069304.2	ENSG00000133561	ENSG00000270990		31982	12203	rs7795747-A	rs7795747	0	7795747	intergenic_variant	1	0.01	5E-6	5.301029995663981		0.242	unit increase	Illumina [~ 6300000] (imputed)	N	chronic obstructive pulmonary disease, smoking initiation	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0005670	GCST001113	Genome-wide genotyping array
2015-05-19	21685187	Siedlinski M	2011-06-16	Thorax	www.ncbi.nlm.nih.gov/pubmed/21685187	Genome-wide association study of smoking behaviours in patients with COPD.	Age at smoking initiation in chronic obstructive pulmonary disease	3,397 European ancestry cases	NA	12q23.1	12	97247408	intergenic	AC007656.2 - LINC02409	ENSG00000258131	ENSG00000257920		61799	25284	rs7134221-C	rs7134221	0	7134221	intergenic_variant	1	0.49	5E-6	5.301029995663981		0.038	unit increase	Illumina [~ 6300000] (imputed)	N	chronic obstructive pulmonary disease, smoking initiation	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0005670	GCST001113	Genome-wide genotyping array
2015-05-19	21685187	Siedlinski M	2011-06-16	Thorax	www.ncbi.nlm.nih.gov/pubmed/21685187	Genome-wide association study of smoking behaviours in patients with COPD.	Age at smoking initiation in chronic obstructive pulmonary disease	3,397 European ancestry cases	NA	18q22.3	18	75377422	C18orf62	TSHZ1 - AC116003.3	ENSG00000179981	ENSG00000276993		87472	9634	rs17194666-C	rs17194666	0	17194666	intergenic_variant	1	0.33	5E-6	5.301029995663981		0.04	unit increase	Illumina [~ 6300000] (imputed)	N	chronic obstructive pulmonary disease, smoking initiation	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0005670	GCST001113	Genome-wide genotyping array
2015-05-19	21685187	Siedlinski M	2011-06-16	Thorax	www.ncbi.nlm.nih.gov/pubmed/21685187	Genome-wide association study of smoking behaviours in patients with COPD.	Age at smoking initiation in chronic obstructive pulmonary disease	3,397 European ancestry cases	NA	10q25.3	10	116706531	HSPA12A	HSPA12A			ENSG00000165868			rs1014246-T	rs1014246	0	1014246	intron_variant	0	0.3	6E-6	5.221848749616356		0.04	unit increase	Illumina [~ 6300000] (imputed)	N	chronic obstructive pulmonary disease, smoking initiation	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0005670	GCST001113	Genome-wide genotyping array
2015-05-19	21685187	Siedlinski M	2011-06-16	Thorax	www.ncbi.nlm.nih.gov/pubmed/21685187	Genome-wide association study of smoking behaviours in patients with COPD.	Age at smoking initiation in chronic obstructive pulmonary disease	3,397 European ancestry cases	NA	5q31.1	5	135565466	CXCL14	AC034206.1			ENSG00000250167			rs10045413-T	rs10045413	0	10045413	intron_variant	0	0.68	7E-6	5.154901959985743		0.039	unit increase	Illumina [~ 6300000] (imputed)	N	chronic obstructive pulmonary disease, smoking initiation	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0005670	GCST001113	Genome-wide genotyping array
2015-05-19	21685187	Siedlinski M	2011-06-16	Thorax	www.ncbi.nlm.nih.gov/pubmed/21685187	Genome-wide association study of smoking behaviours in patients with COPD.	Age at smoking initiation in chronic obstructive pulmonary disease	3,397 European ancestry cases	NA	10q22.1	10	71767290	CDH23	VSIR, CDH23			ENSG00000107738, ENSG00000107736			rs1867982-A	rs1867982	0	1867982	intron_variant	0	0.11	9E-6	5.045757490560675		0.058	unit increase	Illumina [~ 6300000] (imputed)	N	chronic obstructive pulmonary disease, smoking initiation	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0005670	GCST001113	Genome-wide genotyping array
2015-05-19	21685187	Siedlinski M	2011-06-16	Thorax	www.ncbi.nlm.nih.gov/pubmed/21685187	Genome-wide association study of smoking behaviours in patients with COPD.	Smoking cessation in chronic obstructive pulmonary disease	1,907 European ancestry former smoker cases, 1,164 European ancestry current smoker cases	NA	1p32.3	1	53405413	FLJ40434	LINC02812 - SLC25A3P1	ENSG00000230138	ENSG00000236253		37168	7736	rs114216682-G	rs114216682	0	114216682	intergenic_variant	1	0.97	7E-8	7.154901959985743		4.49		Illumina [~ 6300000] (imputed)	N	chronic obstructive pulmonary disease, smoking cessation	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0004319	GCST001108	Genome-wide genotyping array
2015-05-19	21685187	Siedlinski M	2011-06-16	Thorax	www.ncbi.nlm.nih.gov/pubmed/21685187	Genome-wide association study of smoking behaviours in patients with COPD.	Smoking cessation in chronic obstructive pulmonary disease	1,907 European ancestry former smoker cases, 1,164 European ancestry current smoker cases	NA	10q26.13	10	122754622	FLJ46361	DMBT1L1			ENSG00000176584			rs10794613-G	rs10794613	0	10794613	intron_variant	0	0.21	3E-6	5.522878745280337		1.43		Illumina [~ 6300000] (imputed)	N	chronic obstructive pulmonary disease, smoking cessation	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0004319	GCST001108	Genome-wide genotyping array
2015-05-19	21685187	Siedlinski M	2011-06-16	Thorax	www.ncbi.nlm.nih.gov/pubmed/21685187	Genome-wide association study of smoking behaviours in patients with COPD.	Smoking cessation in chronic obstructive pulmonary disease	1,907 European ancestry former smoker cases, 1,164 European ancestry current smoker cases	NA	3q25.31	3	157136953	CCNL1	LINC00881 - CCNL1	ENSG00000241135	ENSG00000163660		1396	9555	rs13064954-A	rs13064954	0	13064954	intergenic_variant	1	0.05	5E-6	5.301029995663981		1.94		Illumina [~ 6300000] (imputed)	N	chronic obstructive pulmonary disease, smoking cessation	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0004319	GCST001108	Genome-wide genotyping array
2015-05-19	21685187	Siedlinski M	2011-06-16	Thorax	www.ncbi.nlm.nih.gov/pubmed/21685187	Genome-wide association study of smoking behaviours in patients with COPD.	Smoking cessation in chronic obstructive pulmonary disease	1,907 European ancestry former smoker cases, 1,164 European ancestry current smoker cases	NA	10q26.13	10	123756313	CPMX2	CPXM2			ENSG00000121898			rs1896376-C	rs1896376	0	1896376	intron_variant	0	0.95	6E-6	5.221848749616356		1.83		Illumina [~ 6300000] (imputed)	N	chronic obstructive pulmonary disease, smoking cessation	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0004319	GCST001108	Genome-wide genotyping array
2015-05-19	21685187	Siedlinski M	2011-06-16	Thorax	www.ncbi.nlm.nih.gov/pubmed/21685187	Genome-wide association study of smoking behaviours in patients with COPD.	Smoking cessation in chronic obstructive pulmonary disease	1,907 European ancestry former smoker cases, 1,164 European ancestry current smoker cases	NA	13q12.12	13	22838450	intergenic	IPMKP1 - RFESDP1	ENSG00000226507	ENSG00000231650		570	11651	rs9506942-C	rs9506942	0	9506942	intergenic_variant	1	0.57	6E-6	5.221848749616356		1.29		Illumina [~ 6300000] (imputed)	N	chronic obstructive pulmonary disease, smoking cessation	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0004319	GCST001108	Genome-wide genotyping array
2015-05-19	21685187	Siedlinski M	2011-06-16	Thorax	www.ncbi.nlm.nih.gov/pubmed/21685187	Genome-wide association study of smoking behaviours in patients with COPD.	Smoking cessation in chronic obstructive pulmonary disease	1,907 European ancestry former smoker cases, 1,164 European ancestry current smoker cases	NA	13q12.12	13	22838784	intergenic	IPMKP1 - RFESDP1	ENSG00000226507	ENSG00000231650		904	11317	rs9552733-G	rs9552733	0	9552733	intergenic_variant	1	0.57	6E-6	5.221848749616356		1.29		Illumina [~ 6300000] (imputed)	N	chronic obstructive pulmonary disease, smoking cessation	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0004319	GCST001108	Genome-wide genotyping array
2015-05-19	21685187	Siedlinski M	2011-06-16	Thorax	www.ncbi.nlm.nih.gov/pubmed/21685187	Genome-wide association study of smoking behaviours in patients with COPD.	Smoking cessation in chronic obstructive pulmonary disease	1,907 European ancestry former smoker cases, 1,164 European ancestry current smoker cases	NA	3q25.31	3	157232790	VEPH1	AC092944.1			ENSG00000243176			rs9866141-T	rs9866141	0	9866141	intron_variant	0	0.06	8E-6	5.096910013008056		1.88		Illumina [~ 6300000] (imputed)	N	chronic obstructive pulmonary disease, smoking cessation	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0004319	GCST001108	Genome-wide genotyping array
2015-05-19	21685187	Siedlinski M	2011-06-16	Thorax	www.ncbi.nlm.nih.gov/pubmed/21685187	Genome-wide association study of smoking behaviours in patients with COPD.	Smoking cessation in chronic obstructive pulmonary disease	1,907 European ancestry former smoker cases, 1,164 European ancestry current smoker cases	NA	3q29	3	193820202	intergenic	AC069421.3 - LINC02038	ENSG00000287206	ENSG00000229155		37444	22358	rs1165640-C	rs1165640	0	1165640	intergenic_variant	1	0.1	9E-6	5.045757490560675		1.56		Illumina [~ 6300000] (imputed)	N	chronic obstructive pulmonary disease, smoking cessation	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0004319	GCST001108	Genome-wide genotyping array
2015-05-18	21685187	Siedlinski M	2011-06-16	Thorax	www.ncbi.nlm.nih.gov/pubmed/21685187	Genome-wide association study of smoking behaviours in patients with COPD.	Current cigarettes per day in chronic obstructive pulmonary disease	1,113 European ancestry cases	NA	2p21	2	46795404	SOCS5	LINC01118			ENSG00000222005			rs76351433-C	rs76351433	0	76351433	intron_variant	0	0.04	2E-7	6.698970004336019		0.692	unit increase	Illumina [~ 6300000] (imputed)	N	chronic obstructive pulmonary disease, smoking behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0005671	GCST001111	Genome-wide genotyping array
2015-05-18	21685187	Siedlinski M	2011-06-16	Thorax	www.ncbi.nlm.nih.gov/pubmed/21685187	Genome-wide association study of smoking behaviours in patients with COPD.	Current cigarettes per day in chronic obstructive pulmonary disease	1,113 European ancestry cases	NA	3q13.13	3	111514392	CD96	CD96			ENSG00000153283			rs56238310-C	rs56238310	0	56238310	intron_variant	0	0.92	1E-7	7.0		0.474	unit increase	Illumina [~ 6300000] (imputed)	N	chronic obstructive pulmonary disease, smoking behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0005671	GCST001111	Genome-wide genotyping array
2015-05-18	21685187	Siedlinski M	2011-06-16	Thorax	www.ncbi.nlm.nih.gov/pubmed/21685187	Genome-wide association study of smoking behaviours in patients with COPD.	Current cigarettes per day in chronic obstructive pulmonary disease	1,113 European ancestry cases	NA	3q13.13	3	111447727	intergenic	CD96			ENSG00000153283			rs1881681-C	rs1881681	0	1881681	intron_variant	0	0.88	1E-6	6.0		0.363	unit increase	Illumina [~ 6300000] (imputed)	N	chronic obstructive pulmonary disease, smoking behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0005671	GCST001111	Genome-wide genotyping array
2015-05-18	21685187	Siedlinski M	2011-06-16	Thorax	www.ncbi.nlm.nih.gov/pubmed/21685187	Genome-wide association study of smoking behaviours in patients with COPD.	Current cigarettes per day in chronic obstructive pulmonary disease	1,113 European ancestry cases	NA	8q21.11	8	72159724	intergenic	MSC-AS1 - AC078906.1	ENSG00000235531	ENSG00000253317		41331	36610	rs11984631-T	rs11984631	0	11984631	intergenic_variant	1	0.99	2E-6	5.698970004336019		1.351	unit increase	Illumina [~ 6300000] (imputed)	N	chronic obstructive pulmonary disease, smoking behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0005671	GCST001111	Genome-wide genotyping array
2015-05-18	21685187	Siedlinski M	2011-06-16	Thorax	www.ncbi.nlm.nih.gov/pubmed/21685187	Genome-wide association study of smoking behaviours in patients with COPD.	Current cigarettes per day in chronic obstructive pulmonary disease	1,113 European ancestry cases	NA	2p21	2	46789331	SOCS5	LINC01118			ENSG00000222005			rs12615264-T	rs12615264	0	12615264	intron_variant	0	0.03	3E-6	5.522878745280337		0.644	unit increase	Illumina [~ 6300000] (imputed)	N	chronic obstructive pulmonary disease, smoking behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0005671	GCST001111	Genome-wide genotyping array
2015-05-18	21685187	Siedlinski M	2011-06-16	Thorax	www.ncbi.nlm.nih.gov/pubmed/21685187	Genome-wide association study of smoking behaviours in patients with COPD.	Current cigarettes per day in chronic obstructive pulmonary disease	1,113 European ancestry cases	NA	20p13	20	4521229	intergenic	AL121781.1			ENSG00000238282			rs297755-G	rs297755	0	297755	intron_variant	0	0.17	5E-6	5.301029995663981		0.291	unit increase	Illumina [~ 6300000] (imputed)	N	chronic obstructive pulmonary disease, smoking behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0005671	GCST001111	Genome-wide genotyping array
2015-05-18	21685187	Siedlinski M	2011-06-16	Thorax	www.ncbi.nlm.nih.gov/pubmed/21685187	Genome-wide association study of smoking behaviours in patients with COPD.	Current cigarettes per day in chronic obstructive pulmonary disease	1,113 European ancestry cases	NA	4p15.32	4	15740506	BST1	BST1 - AC005798.1	ENSG00000109743	ENSG00000248188		2193	2690	rs3893377-C	rs3893377	0	3893377	intergenic_variant	1	0.8	5E-6	5.301029995663981		0.289	unit increase	Illumina [~ 6300000] (imputed)	N	chronic obstructive pulmonary disease, smoking behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0005671	GCST001111	Genome-wide genotyping array
2015-05-18	21685187	Siedlinski M	2011-06-16	Thorax	www.ncbi.nlm.nih.gov/pubmed/21685187	Genome-wide association study of smoking behaviours in patients with COPD.	Lifetime average cigarettes per day in chronic obstructive pulmonary disease	3,440 European ancestry cases	NA	15q25.1	15	78535289	AGPHD1	HYKK			ENSG00000188266			rs28675338-C	rs28675338	0	28675338	3_prime_UTR_variant	0	0.89	1E-7	7.0		0.192	unit increase	Illumina [~ 6300000] (imputed)	N	chronic obstructive pulmonary disease, smoking behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0005671	GCST001112	Genome-wide genotyping array
2015-05-18	21685187	Siedlinski M	2011-06-16	Thorax	www.ncbi.nlm.nih.gov/pubmed/21685187	Genome-wide association study of smoking behaviours in patients with COPD.	Lifetime average cigarettes per day in chronic obstructive pulmonary disease	3,440 European ancestry cases	NA	10q23.33	10	94298879	PLCE1	PLCE1			ENSG00000138193			rs117607728-T	rs117607728	0	117607728	intron_variant	0	0.02	4E-7	6.3979400086720375		0.333	unit increase	Illumina [~ 6300000] (imputed)	N	chronic obstructive pulmonary disease, smoking behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0005671	GCST001112	Genome-wide genotyping array
2015-05-18	21685187	Siedlinski M	2011-06-16	Thorax	www.ncbi.nlm.nih.gov/pubmed/21685187	Genome-wide association study of smoking behaviours in patients with COPD.	Lifetime average cigarettes per day in chronic obstructive pulmonary disease	3,440 European ancestry cases	NA	4q12	4	52953988	SCFD2	AC023154.1, SCFD2			ENSG00000248115, ENSG00000184178			rs13104971-G	rs13104971	0	13104971	intron_variant	0	0.13	1E-6	6.0		0.113	unit increase	Illumina [~ 6300000] (imputed)	N	chronic obstructive pulmonary disease, smoking behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0005671	GCST001112	Genome-wide genotyping array
2015-05-18	21685187	Siedlinski M	2011-06-16	Thorax	www.ncbi.nlm.nih.gov/pubmed/21685187	Genome-wide association study of smoking behaviours in patients with COPD.	Lifetime average cigarettes per day in chronic obstructive pulmonary disease	3,440 European ancestry cases	NA	9q33.1	9	116862396	ASTN2	AL157829.1, ASTN2			ENSG00000285820, ENSG00000148219			rs943306-T	rs943306	0	943306	intron_variant	0	0.4	1E-6	6.0		0.073	unit increase	Illumina [~ 6300000] (imputed)	N	chronic obstructive pulmonary disease, smoking behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0005671	GCST001112	Genome-wide genotyping array
2015-05-18	21685187	Siedlinski M	2011-06-16	Thorax	www.ncbi.nlm.nih.gov/pubmed/21685187	Genome-wide association study of smoking behaviours in patients with COPD.	Lifetime average cigarettes per day in chronic obstructive pulmonary disease	3,440 European ancestry cases	NA	7q11.22	7	68861673	intergenic	RNA5SP231 - AC104688.1	ENSG00000222428	ENSG00000233689		137625	164760	rs10237067-A	rs10237067	0	10237067	intergenic_variant	1	0.63	3E-6	5.522878745280337		0.072	unit increase	Illumina [~ 6300000] (imputed)	N	chronic obstructive pulmonary disease, smoking behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0005671	GCST001112	Genome-wide genotyping array
2015-05-18	21685187	Siedlinski M	2011-06-16	Thorax	www.ncbi.nlm.nih.gov/pubmed/21685187	Genome-wide association study of smoking behaviours in patients with COPD.	Lifetime average cigarettes per day in chronic obstructive pulmonary disease	3,440 European ancestry cases	NA	7q11.22	7	72189371	CALN1	CALN1			ENSG00000183166			rs12699125-A	rs12699125	0	12699125	intron_variant	0	0.66	3E-6	5.522878745280337		0.072	unit increase	Illumina [~ 6300000] (imputed)	N	chronic obstructive pulmonary disease, smoking behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0005671	GCST001112	Genome-wide genotyping array
2015-05-18	21685187	Siedlinski M	2011-06-16	Thorax	www.ncbi.nlm.nih.gov/pubmed/21685187	Genome-wide association study of smoking behaviours in patients with COPD.	Lifetime average cigarettes per day in chronic obstructive pulmonary disease	3,440 European ancestry cases	NA	7p14.2	7	37045448	ELMO1	ELMO1			ENSG00000155849			rs17170849-C	rs17170849	0	17170849	intron_variant	0	0.02	4E-6	5.3979400086720375		0.265	unit increase	Illumina [~ 6300000] (imputed)	N	chronic obstructive pulmonary disease, smoking behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0005671	GCST001112	Genome-wide genotyping array
2015-05-18	21685187	Siedlinski M	2011-06-16	Thorax	www.ncbi.nlm.nih.gov/pubmed/21685187	Genome-wide association study of smoking behaviours in patients with COPD.	Lifetime average cigarettes per day in chronic obstructive pulmonary disease	3,440 European ancestry cases	NA	12p12.3	12	19642972	intergenic	AEBP2			ENSG00000139154			rs11044734-G	rs11044734	0	11044734	intron_variant	0	0.9	7E-6	5.154901959985743		0.112	unit increase	Illumina [~ 6300000] (imputed)	N	chronic obstructive pulmonary disease, smoking behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0005671	GCST001112	Genome-wide genotyping array
2015-05-18	21685187	Siedlinski M	2011-06-16	Thorax	www.ncbi.nlm.nih.gov/pubmed/21685187	Genome-wide association study of smoking behaviours in patients with COPD.	Lifetime average cigarettes per day in chronic obstructive pulmonary disease	3,440 European ancestry cases	NA	12p12.3	12	19648819	intergenic	AEBP2			ENSG00000139154			rs11044737-G	rs11044737	0	11044737	intron_variant	0	0.9	8E-6	5.096910013008056		0.112	unit increase	Illumina [~ 6300000] (imputed)	N	chronic obstructive pulmonary disease, smoking behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0005671	GCST001112	Genome-wide genotyping array
2015-05-18	21685187	Siedlinski M	2011-06-16	Thorax	www.ncbi.nlm.nih.gov/pubmed/21685187	Genome-wide association study of smoking behaviours in patients with COPD.	Lifetime average cigarettes per day in chronic obstructive pulmonary disease	3,440 European ancestry cases	NA	16q23.2	16	79539854	intergenic	AC084064.1 - MAF	ENSG00000261472	ENSG00000178573		23561	45989	rs190369-C	rs190369	0	190369	intergenic_variant	1	0.05	9E-6	5.045757490560675		0.161	unit increase	Illumina [~ 6300000] (imputed)	N	chronic obstructive pulmonary disease, smoking behaviour measurement	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0005671	GCST001112	Genome-wide genotyping array
2015-05-19	21685187	Siedlinski M	2011-06-16	Thorax	www.ncbi.nlm.nih.gov/pubmed/21685187	Genome-wide association study of smoking behaviours in patients with COPD.	Age at smoking initiation in chronic obstructive pulmonary disease	3,397 European ancestry cases	NA	6p21.32	6	33497705	ZBTB9	ZBTB9 - GGNBP1	ENSG00000213588	ENSG00000204188		40161	42341	rs9394152-T	rs9394152	0	9394152	intergenic_variant	1	0.41	7E-8	7.154901959985743		0.045	unit increase	Illumina [~ 6300000] (imputed)	N	chronic obstructive pulmonary disease, smoking initiation	http://www.ebi.ac.uk/efo/EFO_0000341, http://www.ebi.ac.uk/efo/EFO_0005670	GCST001113	Genome-wide genotyping array
2010-03-17	20173748	Cho MH	2010-02-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20173748	Variants in FAM13A are associated with chronic obstructive pulmonary disease.	Chronic obstructive pulmonary disease	2,940 European ancestry cases, 1,380 European ancestry controls	502 European ancestry cases, 504 European ancestry controls, 1,110 cases, 2,698 controls	4q22.1	4	88962828	FAM13A	FAM13A			ENSG00000138640			rs7671167-?	rs7671167	0	7671167	intron_variant	0	0.48	1E-11	11.0		1.32	[1.19-1.47]	Illumina [499578]	N	chronic obstructive pulmonary disease	http://www.ebi.ac.uk/efo/EFO_0000341	GCST000603	Genome-wide genotyping array
2010-03-17	20173748	Cho MH	2010-02-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20173748	Variants in FAM13A are associated with chronic obstructive pulmonary disease.	Chronic obstructive pulmonary disease	2,940 European ancestry cases, 1,380 European ancestry controls	502 European ancestry cases, 504 European ancestry controls, 1,110 cases, 2,698 controls	4q31.21	4	144565237	HHIP	AC098588.3, AC098588.2			ENSG00000285783, ENSG00000285713			rs13118928-?	rs13118928	0	13118928	intron_variant	0	0.40	5E-7	6.301029995663981		1.25	[1.14-1.37]	Illumina [499578]	N	chronic obstructive pulmonary disease	http://www.ebi.ac.uk/efo/EFO_0000341	GCST000603	Genome-wide genotyping array
